gene_id,D4-1,D4-2,REH-1-WT,REH-2-WT
ENSG00000241048,0.00,0.00,0.00,0.00
ENSG00000241052,0.00,0.00,0.00,0.00
ENSG00000241054,0.00,0.00,0.00,0.00
ENSG00000241057,1.08,4.31,0.00,0.00
ENSG00000241058,202.00,229.00,134.00,117.00
ENSG00000241059,0.00,0.00,0.00,0.00
ENSG00000241061,0.00,0.00,0.00,0.00
ENSG00000241064,0.00,0.00,0.00,0.00
ENSG00000241067,0.00,0.00,0.00,0.00
ENSG00000241069,2.54,2.55,1.77,0.00
ENSG00000241073,0.00,0.00,0.00,0.00
ENSG00000241074,0.00,0.00,0.00,0.00
ENSG00000241081,4.65,4.07,0.00,0.00
ENSG00000241082,0.00,0.00,0.00,0.00
ENSG00000241084,0.00,0.00,0.00,0.00
ENSG00000241088,0.00,0.00,0.00,0.00
ENSG00000241095,0.00,0.00,0.00,0.00
ENSG00000241097,0.00,0.00,0.00,0.00
ENSG00000241098,0.00,0.00,0.00,0.00
ENSG00000241101,0.00,0.00,0.00,0.00
ENSG00000241102,0.00,0.00,0.00,0.00
ENSG00000241103,0.00,0.00,0.00,0.00
ENSG00000241104,0.00,0.00,0.00,0.00
ENSG00000241105,0.00,0.00,0.00,0.00
ENSG00000241106,55.00,64.22,14.34,31.87
ENSG00000241111,1.00,0.00,0.00,0.00
ENSG00000241112,0.00,0.00,0.00,0.00
ENSG00000241114,0.23,0.00,0.00,0.00
ENSG00000241119,0.00,0.00,0.00,0.00
ENSG00000241120,3.00,1.00,0.00,2.00
ENSG00000241123,0.00,0.00,0.00,0.00
ENSG00000241127,81.00,95.23,75.00,62.00
ENSG00000241128,0.00,0.00,0.00,0.00
ENSG00000241129,1.00,2.00,0.00,0.00
ENSG00000241130,0.00,0.00,0.00,0.00
ENSG00000241131,0.00,0.00,0.00,0.00
ENSG00000241134,0.00,0.00,0.00,0.00
ENSG00000241135,0.00,0.00,0.00,0.00
ENSG00000241136,0.00,0.00,0.00,0.00
ENSG00000241143,0.00,0.00,0.00,0.00
ENSG00000241144,0.00,0.00,0.00,0.00
ENSG00000241146,0.88,0.00,0.00,0.00
ENSG00000241149,0.00,0.00,0.00,0.00
ENSG00000241151,9.00,8.00,1.00,1.00
ENSG00000241152,0.00,0.00,0.00,0.00
ENSG00000241155,1.00,1.00,2.00,0.00
ENSG00000241156,0.00,0.00,0.00,0.00
ENSG00000241157,0.00,0.00,0.00,0.00
ENSG00000241158,0.00,0.00,0.00,0.00
ENSG00000241159,0.00,0.00,0.00,0.00
ENSG00000241162,0.00,0.00,0.00,0.00
ENSG00000241163,0.00,1.00,0.00,0.00
ENSG00000241168,54.17,70.97,39.15,71.96
ENSG00000241169,0.00,0.00,0.00,0.00
ENSG00000241170,7.00,21.97,4.00,5.00
ENSG00000241172,0.00,1.00,0.00,0.00
ENSG00000241174,0.00,0.00,0.00,0.00
ENSG00000241175,0.00,0.00,0.00,0.00
ENSG00000241179,0.00,0.00,0.00,1.00
ENSG00000241180,1.00,0.00,0.00,2.51
ENSG00000241183,0.00,0.00,0.00,0.00
ENSG00000241185,1.00,0.00,0.00,2.00
ENSG00000241186,0.00,2.03,5.00,0.00
ENSG00000241187,0.00,0.00,0.00,0.00
ENSG00000241188,0.00,0.00,0.00,0.00
ENSG00000241198,0.00,0.00,0.00,0.00
ENSG00000241200,0.00,0.00,0.00,0.00
ENSG00000241202,0.00,0.00,0.00,0.00
ENSG00000241203,0.00,0.00,0.00,0.00
ENSG00000241204,0.00,0.00,0.00,0.00
ENSG00000241207,0.00,0.00,0.00,0.00
ENSG00000241211,0.00,0.00,0.00,0.00
ENSG00000241213,0.00,0.00,0.00,0.00
ENSG00000241216,0.00,0.00,0.00,0.00
ENSG00000241217,2.00,2.00,0.00,1.00
ENSG00000241218,0.00,1.00,0.00,0.00
ENSG00000241219,0.00,0.00,0.00,0.00
ENSG00000241220,0.00,0.00,0.00,0.00
ENSG00000241221,0.00,0.00,0.00,0.00
ENSG00000241223,0.00,0.00,0.00,0.00
ENSG00000241224,0.00,0.00,0.00,0.00
ENSG00000241225,0.00,0.00,0.00,0.00
ENSG00000241226,0.00,0.00,0.00,0.00
ENSG00000241227,0.00,0.00,0.00,0.00
ENSG00000241228,0.00,0.00,0.00,0.00
ENSG00000241229,0.00,0.00,0.00,0.00
ENSG00000241230,0.00,0.00,0.00,0.00
ENSG00000241231,0.00,0.00,0.00,0.00
ENSG00000241233,1.00,0.00,0.00,1.00
ENSG00000241241,0.00,0.00,0.00,0.00
ENSG00000241243,0.00,0.00,0.00,0.00
ENSG00000241244,0.00,0.00,0.00,0.00
ENSG00000241246,0.00,0.00,0.00,0.00
ENSG00000241248,0.00,0.00,0.00,0.00
ENSG00000241250,0.00,0.00,0.00,0.00
ENSG00000241251,0.00,0.00,0.00,0.00
ENSG00000241255,6.00,5.00,10.00,1.00
ENSG00000241257,0.00,0.00,0.00,0.00
ENSG00000241258,491.71,655.66,438.00,295.00
ENSG00000241261,0.00,0.00,0.00,0.00
ENSG00000241269,1.00,0.00,1.00,0.00
ENSG00000241278,7.00,1.00,5.00,0.00
ENSG00000241280,0.00,0.00,0.00,0.00
ENSG00000241281,0.00,0.00,0.00,0.00
ENSG00000241282,0.00,0.00,0.00,0.00
ENSG00000241286,0.00,1.01,0.00,1.00
ENSG00000241288,31.93,59.20,21.00,24.00
ENSG00000241291,0.00,0.00,0.00,0.00
ENSG00000241293,0.00,0.00,0.00,0.00
ENSG00000241294,0.00,0.00,0.00,0.00
ENSG00000241295,0.00,0.00,0.00,0.00
ENSG00000241305,0.00,0.00,0.00,0.00
ENSG00000241307,0.00,0.00,0.00,0.00
ENSG00000241313,0.00,4.00,0.00,0.00
ENSG00000241316,5.00,7.00,5.00,4.00
ENSG00000241317,0.00,0.00,0.00,0.00
ENSG00000241318,0.00,0.00,3.00,0.00
ENSG00000241319,0.00,0.00,0.00,0.00
ENSG00000241322,2.51,0.93,7.39,2.00
ENSG00000241324,0.00,0.00,0.00,0.00
ENSG00000241326,0.00,0.42,0.58,0.00
ENSG00000241328,0.00,0.00,0.00,0.00
ENSG00000241333,0.00,0.00,0.00,0.00
ENSG00000241334,0.00,0.00,0.00,0.00
ENSG00000241336,0.00,1.00,0.00,0.00
ENSG00000241343,4175.21,5195.23,2887.00,2669.22
ENSG00000241344,0.00,0.00,0.00,0.00
ENSG00000241345,0.00,0.00,0.00,0.00
ENSG00000241346,0.00,0.00,0.00,0.00
ENSG00000241347,0.00,0.00,0.00,0.00
ENSG00000241350,0.00,0.00,0.00,0.00
ENSG00000241351,0.00,0.00,0.00,0.00
ENSG00000241352,2.00,2.00,0.00,0.00
ENSG00000241353,0.00,0.00,0.00,0.00
ENSG00000241354,0.00,0.00,0.00,0.00
ENSG00000241356,0.00,0.00,0.00,0.00
ENSG00000241357,0.00,0.00,0.00,0.00
ENSG00000241358,0.00,0.00,0.00,0.00
ENSG00000241359,0.00,0.00,0.00,0.00
ENSG00000241360,633.69,750.74,450.00,396.17
ENSG00000241361,0.00,0.00,0.00,0.00
ENSG00000241362,0.00,0.00,0.00,0.00
ENSG00000241367,0.00,0.00,0.00,0.00
ENSG00000241369,0.00,0.00,0.00,0.00
ENSG00000241370,189.00,226.00,134.00,106.33
ENSG00000241383,0.00,0.00,0.00,0.00
ENSG00000241385,0.00,0.00,0.00,0.00
ENSG00000241388,16.66,19.58,11.78,9.73
ENSG00000241391,0.00,0.00,0.00,0.00
ENSG00000241392,0.00,0.00,0.00,0.00
ENSG00000241395,1.00,0.00,0.00,0.00
ENSG00000241397,0.00,0.00,0.00,0.00
ENSG00000241399,8.42,11.29,6.38,16.99
ENSG00000241400,0.00,0.00,0.00,0.00
ENSG00000241404,174.73,211.43,105.25,125.11
ENSG00000241406,0.00,0.00,0.00,0.00
ENSG00000241409,0.00,0.00,0.00,0.00
ENSG00000241411,0.00,1.00,1.00,0.00
ENSG00000241413,0.00,0.00,0.00,0.00
ENSG00000241416,0.00,0.00,0.00,0.00
ENSG00000241418,11.82,8.97,8.61,2.19
ENSG00000241420,0.00,0.00,0.00,0.00
ENSG00000241423,0.00,0.00,0.00,0.00
ENSG00000241429,2.01,3.01,0.00,1.00
ENSG00000241431,0.00,0.00,0.00,0.00
ENSG00000241434,0.01,0.00,0.48,0.00
ENSG00000241438,0.00,0.00,0.00,0.00
ENSG00000241439,0.00,0.00,0.00,0.00
ENSG00000241449,0.00,0.00,0.00,0.00
ENSG00000241451,0.00,0.00,0.00,0.00
ENSG00000241456,0.00,0.00,0.00,0.00
ENSG00000241457,0.00,0.00,0.00,0.00
ENSG00000241458,0.00,0.00,0.00,0.00
ENSG00000241461,0.00,0.00,0.00,0.00
ENSG00000241462,0.00,0.00,0.00,0.00
ENSG00000241464,0.00,1.00,0.00,0.00
ENSG00000241468,1446.34,1590.32,1030.78,967.29
ENSG00000241469,1.00,1.00,0.00,0.00
ENSG00000241472,13.97,8.84,5.46,1.12
ENSG00000241473,0.00,0.00,0.00,0.00
ENSG00000241475,0.00,0.00,0.00,0.00
ENSG00000241476,2.00,2.02,5.00,0.00
ENSG00000241478,0.00,0.00,0.00,1.00
ENSG00000241479,0.00,0.00,0.00,4.00
ENSG00000241484,2.01,3.00,2.00,0.00
ENSG00000241487,0.00,0.00,0.00,0.00
ENSG00000241489,127.99,140.54,51.77,52.85
ENSG00000241490,5.33,1.79,0.00,0.00
ENSG00000241493,0.00,0.00,0.00,0.00
ENSG00000241494,0.99,0.00,0.00,0.00
ENSG00000241499,1.00,2.00,0.00,0.00
ENSG00000241505,0.00,0.00,0.00,0.00
ENSG00000241506,0.00,0.00,69.41,0.00
ENSG00000241511,0.00,0.00,0.00,0.00
ENSG00000241520,1.06,2.08,1.00,0.00
ENSG00000241524,0.00,0.00,0.00,0.00
ENSG00000241525,1.00,0.00,0.00,1.00
ENSG00000241526,0.00,0.00,0.00,0.00
ENSG00000241527,6.00,2.00,0.00,0.00
ENSG00000241529,0.00,0.00,0.00,0.00
ENSG00000241532,0.00,0.00,0.00,0.00
ENSG00000241535,0.00,2.00,2.00,1.00
ENSG00000241537,0.00,0.00,0.00,0.00
ENSG00000241539,0.00,0.00,0.00,0.00
ENSG00000241542,0.00,0.00,0.00,0.00
ENSG00000241544,0.00,0.00,0.00,0.00
ENSG00000241546,0.00,0.00,0.00,0.00
ENSG00000241547,2.00,3.00,2.00,4.00
ENSG00000241549,108.58,141.12,82.54,92.16
ENSG00000241550,0.00,0.00,0.00,0.00
ENSG00000241552,0.00,0.00,0.00,0.00
ENSG00000241553,1670.24,2014.60,1048.21,900.02
ENSG00000241556,0.00,0.00,0.00,0.00
ENSG00000241560,0.00,0.00,0.00,0.00
ENSG00000241562,0.00,0.00,0.00,0.00
ENSG00000241563,12.40,16.30,13.35,16.45
ENSG00000241566,0.00,0.00,0.00,0.00
ENSG00000241568,0.00,0.00,2.00,0.00
ENSG00000241570,4.75,8.92,2.00,0.00
ENSG00000241571,0.00,0.00,0.00,0.00
ENSG00000241572,0.00,0.00,0.00,0.00
ENSG00000241573,0.00,0.00,0.00,0.00
ENSG00000241577,2.00,0.00,0.00,0.00
ENSG00000241582,0.00,0.00,0.00,0.00
ENSG00000241587,0.00,0.00,0.00,0.00
ENSG00000241588,0.00,0.00,0.00,0.00
ENSG00000241590,0.00,0.00,0.00,0.00
ENSG00000241592,0.00,0.00,0.00,0.00
ENSG00000241593,0.00,1.00,0.00,0.00
ENSG00000241595,0.00,0.00,0.00,0.00
ENSG00000241596,0.00,0.00,0.00,0.00
ENSG00000241597,1.00,1.00,6.00,4.00
ENSG00000241598,0.00,0.00,0.00,0.00
ENSG00000241599,0.00,0.00,0.00,0.00
ENSG00000241604,0.00,0.00,0.00,0.00
ENSG00000241607,0.00,0.00,0.00,0.00
ENSG00000241612,2.60,0.00,0.00,0.00
ENSG00000241613,0.00,0.00,0.00,0.00
ENSG00000241621,0.00,0.00,0.00,0.00
ENSG00000241622,0.00,2.00,0.00,0.00
ENSG00000241625,0.00,0.00,0.00,0.00
ENSG00000241627,2.35,2.70,4.20,0.00
ENSG00000241631,0.00,0.00,1.00,0.00
ENSG00000241634,31.00,50.00,17.00,29.00
ENSG00000241635,0.00,0.00,0.00,0.00
ENSG00000241636,0.00,0.00,0.00,0.00
ENSG00000241640,0.00,0.00,0.00,0.00
ENSG00000241641,0.00,0.00,0.00,0.00
ENSG00000241644,16.90,23.04,10.85,4.07
ENSG00000241648,0.00,0.00,0.00,0.00
ENSG00000241651,0.00,0.00,0.00,0.00
ENSG00000241652,0.00,1.00,0.00,0.00
ENSG00000241654,0.00,0.00,0.00,0.00
ENSG00000241656,0.00,0.00,0.00,0.00
ENSG00000241657,0.00,0.00,0.00,0.00
ENSG00000241661,0.00,0.00,0.00,0.00
ENSG00000241665,0.00,0.00,0.00,0.00
ENSG00000241666,133.00,156.00,89.00,106.00
ENSG00000241667,0.00,0.00,0.00,0.00
ENSG00000241668,0.00,0.00,0.00,0.00
ENSG00000241669,0.00,0.00,0.00,0.00
ENSG00000241670,0.00,0.00,0.00,0.00
ENSG00000241671,0.00,0.00,0.00,0.00
ENSG00000241673,0.00,0.00,0.00,0.00
ENSG00000241678,0.00,1.00,0.00,0.00
ENSG00000241679,0.00,2.00,0.00,0.00
ENSG00000241680,0.00,0.00,0.00,0.00
ENSG00000241684,0.00,0.00,0.00,0.00
ENSG00000241685,715.45,848.68,556.59,458.00
ENSG00000241690,0.00,0.00,0.00,0.00
ENSG00000241693,0.00,0.00,0.00,0.00
ENSG00000241695,0.00,0.00,0.00,0.00
ENSG00000241696,0.00,0.00,0.00,0.00
ENSG00000241697,140.00,136.93,98.25,49.62
ENSG00000241709,0.00,0.00,0.00,0.00
ENSG00000241717,0.00,1.02,0.00,0.00
ENSG00000241720,0.00,0.00,0.00,0.00
ENSG00000241721,0.00,0.00,0.00,0.00
ENSG00000241722,0.00,0.00,0.00,0.00
ENSG00000241723,0.00,0.00,0.00,0.00
ENSG00000241728,5.04,9.14,0.00,5.81
ENSG00000241735,1.00,0.00,4.00,4.00
ENSG00000241737,0.00,0.00,0.00,0.00
ENSG00000241738,1.00,2.00,0.00,0.00
ENSG00000241739,0.00,0.00,0.00,1.00
ENSG00000241741,0.00,2.37,0.00,0.00
ENSG00000241743,0.00,0.00,0.00,0.00
ENSG00000241744,0.00,0.00,0.00,0.00
ENSG00000241745,0.00,0.00,0.00,0.00
ENSG00000241746,0.00,1.00,1.00,0.00
ENSG00000241749,1.00,8.00,0.00,0.00
ENSG00000241754,0.00,0.00,0.00,0.00
ENSG00000241755,0.00,0.00,0.00,0.00
ENSG00000241756,0.00,0.00,0.00,0.00
ENSG00000241757,0.00,0.00,0.00,0.00
ENSG00000241764,11.00,13.00,2.00,0.00
ENSG00000241765,0.00,0.00,0.00,1.00
ENSG00000241767,0.00,0.00,0.00,0.00
ENSG00000241769,23.69,23.86,7.60,18.14
ENSG00000241770,1.75,1.00,0.00,1.00
ENSG00000241772,1.00,0.00,0.00,0.00
ENSG00000241774,0.00,0.00,0.00,0.00
ENSG00000241776,0.00,0.00,0.00,0.00
ENSG00000241777,0.00,0.00,0.00,0.00
ENSG00000241778,0.00,0.00,0.00,0.00
ENSG00000241781,0.00,0.00,0.00,0.00
ENSG00000241782,0.00,1.00,2.00,4.00
ENSG00000241785,0.00,2.00,0.00,0.00
ENSG00000241787,0.00,0.00,0.00,0.00
ENSG00000241788,0.00,0.00,0.00,0.00
ENSG00000241789,0.00,0.00,0.00,0.00
ENSG00000241790,31.67,0.00,35.36,0.00
ENSG00000241791,0.00,0.00,0.00,0.00
ENSG00000241792,0.00,0.00,0.00,0.00
ENSG00000241794,0.00,0.00,0.00,0.00
ENSG00000241804,0.00,0.00,0.00,0.00
ENSG00000241807,0.00,0.00,0.00,0.00
ENSG00000241808,0.00,0.00,0.00,0.00
ENSG00000241809,0.00,0.00,0.00,0.00
ENSG00000241810,0.00,0.00,0.00,0.00
ENSG00000241815,0.00,0.00,0.00,0.00
ENSG00000241818,0.00,0.00,0.00,0.00
ENSG00000241821,0.00,0.00,0.00,0.00
ENSG00000241825,0.00,1.00,0.00,0.00
ENSG00000241828,0.00,0.00,0.00,0.00
ENSG00000241829,0.00,0.00,0.00,0.00
ENSG00000241832,0.00,0.00,0.00,0.00
ENSG00000241834,0.00,0.00,0.00,0.00
ENSG00000241837,1788.28,2160.00,1348.77,1178.00
ENSG00000241838,0.00,0.00,0.00,0.00
ENSG00000241839,439.00,588.64,200.51,111.00
ENSG00000241846,1.00,0.00,0.00,0.00
ENSG00000241852,102.00,98.00,51.00,47.00
ENSG00000241853,0.00,0.00,0.00,0.00
ENSG00000241859,0.00,0.00,0.00,0.00
ENSG00000241860,268.31,338.11,216.27,166.04
ENSG00000241861,0.00,0.00,0.00,0.00
ENSG00000241866,0.00,0.00,0.00,0.00
ENSG00000241868,0.00,0.00,2.00,0.00
ENSG00000241869,0.00,0.00,0.00,0.00
ENSG00000241870,0.00,0.00,0.00,0.00
ENSG00000241874,0.00,0.00,0.00,0.00
ENSG00000241877,0.00,0.00,0.00,0.00
ENSG00000241878,704.00,916.00,439.00,380.00
ENSG00000241879,0.00,0.00,0.00,0.00
ENSG00000241881,0.00,0.00,0.00,0.00
ENSG00000241882,0.00,0.00,0.00,0.00
ENSG00000241884,0.00,0.00,0.00,0.00
ENSG00000241886,6.00,3.00,0.00,7.00
ENSG00000241888,0.00,0.00,0.00,0.00
ENSG00000241889,1.02,1.01,0.00,0.00
ENSG00000241890,0.00,0.00,3.00,0.00
ENSG00000241891,0.00,0.00,0.00,0.00
ENSG00000241899,0.00,0.00,0.00,0.00
ENSG00000241905,0.00,0.00,0.00,0.00
ENSG00000241907,0.00,0.00,0.00,0.00
ENSG00000241911,1.00,0.00,0.00,0.00
ENSG00000241912,0.72,0.00,4.00,3.00
ENSG00000241913,0.00,0.00,0.00,0.00
ENSG00000241917,0.00,0.00,0.00,0.00
ENSG00000241921,0.00,0.00,0.00,0.00
ENSG00000241923,2.01,1.01,0.00,0.00
ENSG00000241926,2.00,0.00,0.00,0.00
ENSG00000241929,0.00,0.00,0.00,0.00
ENSG00000241932,0.00,0.00,0.00,0.00
ENSG00000241933,0.00,0.99,0.00,1.00
ENSG00000241935,12.19,10.37,1.00,1.03
ENSG00000241939,0.00,0.00,0.00,3.00
ENSG00000241941,0.00,0.00,0.00,0.00
ENSG00000241942,0.00,0.00,0.00,0.00
ENSG00000241943,0.00,0.00,0.00,0.00
ENSG00000241945,29.61,46.77,5.80,7.51
ENSG00000241946,0.00,1.00,0.00,0.00
ENSG00000241947,0.00,0.00,0.00,0.00
ENSG00000241950,0.00,0.00,0.72,0.00
ENSG00000241954,2.85,0.00,0.00,0.00
ENSG00000241956,264.67,308.17,245.83,186.80
ENSG00000241959,0.00,0.00,0.00,0.00
ENSG00000241961,0.00,0.00,0.00,0.00
ENSG00000241962,4.26,4.36,1.36,2.00
ENSG00000241963,0.00,0.00,0.00,0.00
ENSG00000241964,0.00,0.00,0.00,0.00
ENSG00000241965,0.00,0.00,0.00,0.00
ENSG00000241973,2140.25,2530.62,1985.28,1665.56
ENSG00000241975,9.00,15.00,4.00,19.00
ENSG00000241978,455.00,660.00,731.00,763.00
ENSG00000241981,3.00,1.00,0.00,0.00
ENSG00000241983,1.00,0.00,0.00,0.00
ENSG00000241984,2.00,2.00,0.00,3.00
ENSG00000241985,0.00,0.00,0.00,0.00
ENSG00000241990,0.00,0.00,0.00,0.00
ENSG00000241991,0.00,0.00,0.00,0.00
ENSG00000241992,0.00,0.00,0.00,0.00
ENSG00000241993,0.00,0.00,0.00,0.00
ENSG00000241997,0.00,0.00,0.00,0.00
ENSG00000242001,0.00,0.00,0.00,0.00
ENSG00000242009,0.00,0.00,0.00,0.00
ENSG00000242012,0.00,0.00,0.00,0.00
ENSG00000242014,0.00,0.00,0.00,0.00
ENSG00000242017,0.00,0.00,0.00,0.00
ENSG00000242019,0.00,0.00,0.00,0.00
ENSG00000242020,0.00,0.00,0.00,0.00
ENSG00000242021,0.00,0.00,0.00,0.00
ENSG00000242028,174.14,226.17,69.08,82.14
ENSG00000242029,0.00,0.00,0.00,0.00
ENSG00000242034,0.00,0.00,0.00,0.00
ENSG00000242036,0.00,0.00,0.00,0.00
ENSG00000242041,0.00,0.00,0.00,0.00
ENSG00000242042,0.00,0.00,0.00,0.00
ENSG00000242048,0.00,0.00,0.00,0.00
ENSG00000242049,0.00,0.00,0.00,0.00
ENSG00000242052,0.00,0.00,3.00,0.00
ENSG00000242058,0.00,0.00,0.00,0.00
ENSG00000242060,0.00,0.00,0.00,0.00
ENSG00000242061,0.00,1.00,0.00,0.00
ENSG00000242062,0.00,1.00,0.00,0.00
ENSG00000242065,0.00,0.00,0.00,0.00
ENSG00000242066,0.00,0.00,0.00,0.00
ENSG00000242067,2.01,0.00,0.00,0.00
ENSG00000242068,0.00,0.00,0.00,0.00
ENSG00000242070,0.00,0.00,0.00,0.00
ENSG00000242071,0.00,1.43,0.00,0.00
ENSG00000242072,0.00,0.00,0.00,0.00
ENSG00000242073,20.01,25.90,5.29,3.83
ENSG00000242076,0.00,0.00,0.00,0.00
ENSG00000242078,0.00,0.00,0.00,0.00
ENSG00000242079,0.00,0.00,0.00,0.00
ENSG00000242080,0.00,0.00,0.00,0.00
ENSG00000242082,0.00,0.00,0.00,0.00
ENSG00000242083,0.00,0.00,0.00,0.00
ENSG00000242085,6.00,7.00,3.00,0.00
ENSG00000242086,1335.63,1648.87,776.71,602.70
ENSG00000242087,0.00,0.00,0.00,0.00
ENSG00000242088,0.00,0.00,0.00,0.00
ENSG00000242094,1.00,4.00,5.00,2.00
ENSG00000242097,5.00,0.00,0.00,0.00
ENSG00000242100,0.00,1.01,0.00,0.00
ENSG00000242101,0.00,0.00,0.00,0.00
ENSG00000242102,0.00,0.00,0.00,0.00
ENSG00000242103,0.00,0.00,0.00,0.00
ENSG00000242104,0.00,0.00,0.00,0.00
ENSG00000242107,0.00,0.00,0.00,0.00
ENSG00000242109,0.00,0.00,0.00,0.00
ENSG00000242110,88.15,103.00,25.78,56.00
ENSG00000242111,0.00,0.00,0.00,0.00
ENSG00000242113,0.00,0.00,0.00,0.00
ENSG00000242114,522.58,678.00,328.10,257.26
ENSG00000242118,0.00,0.00,0.00,0.00
ENSG00000242119,2.00,4.00,0.00,0.00
ENSG00000242120,0.00,0.00,0.00,0.00
ENSG00000242121,0.00,0.00,0.00,0.00
ENSG00000242123,0.00,0.00,0.00,0.00
ENSG00000242125,1692.23,1902.80,1452.77,1331.13
ENSG00000242134,0.00,0.00,0.00,0.00
ENSG00000242135,0.00,0.00,0.00,0.00
ENSG00000242136,0.00,0.00,0.00,0.00
ENSG00000242137,0.00,0.00,0.00,0.00
ENSG00000242140,0.00,0.00,0.00,0.00
ENSG00000242142,0.00,1.00,0.00,0.00
ENSG00000242145,0.00,0.00,0.00,0.00
ENSG00000242147,0.00,0.00,0.00,0.00
ENSG00000242150,0.94,0.48,0.00,0.00
ENSG00000242151,0.00,0.00,0.00,0.00
ENSG00000242152,0.00,0.00,0.00,0.00
ENSG00000242153,0.00,0.00,0.00,0.00
ENSG00000242154,0.00,1.00,0.00,0.00
ENSG00000242156,0.00,0.00,0.00,2.43
ENSG00000242158,0.00,0.00,0.00,0.00
ENSG00000242159,0.00,0.00,0.00,0.00
ENSG00000242162,0.00,0.00,0.00,0.00
ENSG00000242163,0.00,0.00,0.00,0.00
ENSG00000242165,0.00,0.00,0.00,0.00
ENSG00000242169,0.00,0.00,0.00,0.00
ENSG00000242170,0.00,0.00,0.00,0.00
ENSG00000242173,1.00,0.00,0.00,0.00
ENSG00000242175,1.00,2.00,0.00,0.00
ENSG00000242176,0.00,0.00,0.00,0.00
ENSG00000242178,0.00,0.00,0.00,0.00
ENSG00000242180,0.00,0.00,0.00,0.00
ENSG00000242182,0.00,0.00,0.00,0.00
ENSG00000242186,0.00,0.00,0.00,0.00
ENSG00000242190,1.00,0.00,0.00,0.00
ENSG00000242193,7.78,13.65,0.00,2.00
ENSG00000242195,0.00,0.00,0.00,0.00
ENSG00000242197,0.00,0.00,0.00,0.00
ENSG00000242198,3.00,5.00,0.00,0.00
ENSG00000242199,0.00,0.00,0.00,0.00
ENSG00000242201,0.00,0.00,0.00,0.00
ENSG00000242206,0.00,0.00,0.00,0.00
ENSG00000242207,3.00,4.00,3.00,0.00
ENSG00000242208,0.00,0.00,0.00,0.00
ENSG00000242209,0.00,0.00,0.00,0.00
ENSG00000242214,0.00,0.00,0.00,0.00
ENSG00000242216,0.00,0.00,0.00,0.00
ENSG00000242220,8.46,6.17,0.00,0.00
ENSG00000242221,0.00,0.00,0.00,0.00
ENSG00000242222,0.00,0.00,0.00,0.00
ENSG00000242229,0.00,0.00,0.00,0.00
ENSG00000242236,0.00,0.00,3.00,0.00
ENSG00000242241,0.00,1.00,0.00,0.00
ENSG00000242242,0.00,0.00,0.00,0.00
ENSG00000242244,0.00,0.00,0.00,0.00
ENSG00000242246,0.00,0.00,0.00,0.00
ENSG00000242247,523.00,633.00,299.00,310.00
ENSG00000242248,0.00,0.00,0.00,0.00
ENSG00000242251,0.00,0.00,0.00,0.00
ENSG00000242252,9.22,10.15,5.47,1.10
ENSG00000242255,1.56,2.72,0.00,0.00
ENSG00000242256,0.00,0.00,0.00,0.00
ENSG00000242258,8.18,8.46,0.00,0.00
ENSG00000242259,697.42,875.76,453.79,519.73
ENSG00000242261,17.49,36.17,11.57,7.24
ENSG00000242262,2.02,2.00,0.00,0.00
ENSG00000242265,1394.00,1610.00,1859.00,1580.00
ENSG00000242266,0.00,0.00,0.00,0.00
ENSG00000242267,15.91,12.42,0.71,3.07
ENSG00000242268,1.00,0.00,0.00,0.00
ENSG00000242272,1.01,0.00,0.00,0.00
ENSG00000242276,0.00,0.00,0.00,0.00
ENSG00000242278,0.00,0.00,0.00,0.00
ENSG00000242279,2.10,1.00,0.00,0.00
ENSG00000242280,0.00,0.00,0.00,0.00
ENSG00000242281,0.00,0.00,0.00,0.00
ENSG00000242282,14.00,23.00,6.00,4.00
ENSG00000242285,0.00,0.00,0.00,0.00
ENSG00000242288,0.00,0.00,69.04,0.00
ENSG00000242290,0.00,0.00,0.00,0.00
ENSG00000242291,0.00,0.00,0.00,0.00
ENSG00000242292,0.00,0.00,0.00,0.00
ENSG00000242293,0.00,0.00,0.00,0.00
ENSG00000242294,213.15,351.10,133.14,164.60
ENSG00000242295,0.00,0.00,0.00,0.00
ENSG00000242296,0.00,0.00,0.00,0.00
ENSG00000242299,21.47,19.28,5.21,4.15
ENSG00000242307,0.00,0.00,0.00,1.00
ENSG00000242308,0.00,0.00,0.00,0.00
ENSG00000242314,1.00,0.00,0.00,1.00
ENSG00000242315,0.00,0.00,0.00,0.00
ENSG00000242317,0.00,0.00,0.00,0.00
ENSG00000242318,0.00,0.00,0.00,0.00
ENSG00000242320,0.00,0.00,0.00,0.00
ENSG00000242321,0.00,0.00,0.00,0.00
ENSG00000242324,0.00,0.00,0.00,0.00
ENSG00000242325,1.00,2.00,1.00,0.00
ENSG00000242326,0.00,0.00,0.00,0.00
ENSG00000242327,0.00,0.00,0.00,0.00
ENSG00000242329,0.00,0.00,0.00,0.00
ENSG00000242330,0.00,0.00,0.00,0.00
ENSG00000242337,10.00,8.00,0.00,1.00
ENSG00000242338,10.65,28.78,25.12,20.76
ENSG00000242339,0.00,1.00,0.00,0.00
ENSG00000242341,0.00,0.00,0.00,0.00
ENSG00000242348,0.00,0.00,0.00,0.00
ENSG00000242349,11.14,10.89,4.19,6.86
ENSG00000242352,2.10,4.16,3.03,0.00
ENSG00000242353,0.00,0.00,0.00,0.00
ENSG00000242358,0.00,0.00,0.00,0.59
